file_name,number_of_signals_in_50 ms
2a_500_03.csv,14
2a_500_02.csv,19
2a_500_07.csv,12
2a_500_09.csv,24
2a_500_05.csv,15
2a_500_04.csv,15
2a_500_06.csv,14
2a_500_10.csv,21
2a_500_01.csv,17
2a_500_08.csv,15
