file_name,number_of_signals_in_50 ms
2a_400_06.csv,6
2a_400_05.csv,12
2a_400_10.csv,13
2a_400_07.csv,14
2a_400_03.csv,13
2a_400_02.csv,13
2a_400_04.csv,13
2a_400_09.csv,8
2a_400_01.csv,7
2a_400_08.csv,17
