file_name,number_of_signals_in_50 ms
2a_440_08.csv,15
2a_440_10.csv,20
2a_440_01.csv,12
2a_440_02.csv,8
2a_440_06.csv,15
2a_440_09.csv,12
2a_440_04.csv,13
2a_440_07.csv,11
2a_440_05.csv,11
2a_440_03.csv,5
