file_name,number_of_signals_in_50 ms
2a_480_01.csv,12
2a_480_07.csv,19
2a_480_09.csv,13
2a_480_02.csv,9
2a_480_04.csv,22
2a_480_06.csv,22
2a_480_03.csv,15
2a_480_08.csv,15
2a_480_05.csv,11
2a_480_10.csv,14
