file_name,number_of_signals_in_50 ms
2a_370_04.csv,15
2a_370_07.csv,9
2a_370_06.csv,10
2a_370_10.csv,13
2a_370_03.csv,10
2a_370_08.csv,19
2a_370_05.csv,7
2a_370_01.csv,11
2a_370_09.csv,12
2a_370_02.csv,10
