file_name,number_of_signals_in_50 ms
2a_470_04.csv,14
2a_470_08.csv,11
2a_470_06.csv,9
2a_470_03.csv,19
2a_470_02.csv,11
2a_470_10.csv,17
2a_470_01.csv,18
2a_470_07.csv,10
2a_470_05.csv,10
2a_470_09.csv,14
