file_names,integrated_signal_Vs
1b_NA_1_1895.csv,1.1649421052502853e-06
1b_NA_1_3051.csv,2.617274537136273e-07
1b_NA_1_4879.csv,2.726099494494425e-07
1b_NA_1_2215.csv,1.7705161065488422e-07
1b_NA_1_0691.csv,8.919413353432595e-07
1b_NA_1_4365.csv,1.274335802523212e-06
1b_NA_1_1643.csv,3.486831743276052e-07
1b_NA_1_2222.csv,2.1776271168944848e-07
1b_NA_1_5977.csv,1.5381622032140817e-07
1b_NA_1_1139.csv,1.81483201192244e-07
1b_NA_1_4545.csv,7.399603132649289e-07
1b_NA_2_1828.csv,2.553948835297308e-07
1b_NA_1_2888.csv,5.900501014318979e-07
1b_NA_2_1529.csv,2.3447848079778188e-07
1b_NA_2_2552.csv,2.6298560225371404e-07
1b_NA_2_1586.csv,1.6589681665295492e-07
1b_NA_2_3631.csv,4.43219598493898e-07
1b_NA_2_2889.csv,1.0098920962954959e-06
1b_NA_2_3906.csv,1.1509073923822126e-06
1b_NA_2_0280.csv,3.1355442852916517e-07
1b_NA_1_1312.csv,2.229640798816266e-07
1b_NA_1_3932.csv,3.489896012693551e-07
1b_NA_2_3108.csv,4.978418085414756e-07
1b_NA_2_1391.csv,9.150229719062467e-07
1b_NA_1_5263.csv,2.1618366829041518e-07
1b_NA_1_1904.csv,2.1758544772093923e-07
1b_NA_2_2205.csv,4.104501992990034e-07
1b_NA_1_0555.csv,1.4468368170336095e-07
1b_NA_1_2446.csv,4.075875869628532e-07
1b_NA_1_1963.csv,1.8729802569050938e-07
1b_NA_1_1509.csv,2.926509236217882e-07
1b_NA_1_0994.csv,3.424756049312058e-07
1b_NA_1_5652.csv,1.3376105663289176e-06
1b_NA_1_5330.csv,2.912324017289906e-07
1b_NA_2_1166.csv,1.6849703562845345e-07
1b_NA_1_3638.csv,3.4486827016292056e-07
1b_NA_1_4358.csv,2.696301767813036e-07
1b_NA_2_2187.csv,1.2529669548412019e-06
1b_NA_2_2382.csv,2.1791344955381872e-07
1b_NA_2_1795.csv,5.012862913763688e-07
1b_NA_1_5411.csv,1.8561191848136427e-07
1b_NA_1_3601.csv,3.214290839988755e-07
1b_NA_2_2247.csv,3.04901233750487e-07
1b_NA_2_3897.csv,2.7297807020939654e-07
1b_NA_2_2200.csv,5.11300186471685e-07
1b_NA_1_0006.csv,1.6765916713636323e-07
1b_NA_1_1265.csv,1.2475915882323305e-06
1b_NA_2_0762.csv,1.3814081321912348e-07
1b_NA_2_0308.csv,5.819304150639577e-07
1b_NA_2_1917.csv,4.4316611235268763e-07
1b_NA_1_3350.csv,2.582112697609109e-07
1b_NA_2_1953.csv,2.8025220611843023e-07
1b_NA_2_1100.csv,5.02838092844756e-07
1b_NA_1_2496.csv,3.396046034702194e-07
1b_NA_1_2604.csv,1.0409320835036503e-06
1b_NA_2_1065.csv,3.4194091407948185e-07
1b_NA_2_2298.csv,2.6111378716345e-07
1b_NA_1_1481.csv,5.414125241896568e-07
1b_NA_1_2126.csv,4.872335263939467e-07
1b_NA_2_0473.csv,3.4733647570920243e-07
1b_NA_2_2470.csv,2.807980299603326e-07
1b_NA_1_5716.csv,4.429872089417163e-07
1b_NA_2_2697.csv,4.183747293044364e-07
1b_NA_1_3794.csv,5.176809015815983e-07
